Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.translationXerror,SU.translationYerror,M1.translationXerror,M1.translationYerror,M1.rotationXerror,M1.rotationYerror,M2.translationXerror,M2.translationYerror,M2.rotationXerror,M2.rotationYerror,PG.translationXerror,PG.translationYerror,PG.rotationXerror,PG.rotationYerror,M3.translationXerror,M3.translationYerror,M3.rotationXerror,M3.rotationYerror,M4.translationXerror,M4.translationYerror,M4.rotationXerror,M4.rotationYerror,M5.translationXerror,M5.translationYerror,M5.rotationXerror,M5.rotationYerror
1471,2.25,0.01,600,1,300000.0,-0.00018709691584476877,9.071171100659891e-05,0.00010540400413004046,-0.00015075489734124112,1.776805570204781e-05,4.696413826015431e-06,-0.00025520281239393457,0.00017135912186972367,2.044540956630194e-05,3.1024639633408535e-05,-0.0001238306083129454,0.00020226922927776874,-1.4595314951930962e-05,-2.9960490632430928e-05,0.0001340168864586184,3.3339875617232164e-05,2.6515717412039557e-05,-1.6368333711842586e-05,-0.00024823219666774706,0.000234859969350196,4.704690252510531e-05,-2.5206178625977283e-05,-8.54273364704809e-05,0.00019634066489164942,-2.2484901241844913e-05,3.5489855897049014e-05
1472,2.25,0.01,600,1,300000.0,0.0002585886464169873,0.00012780334096888242,3.130465281952593e-05,-9.864363556275703e-05,-1.524278795495988e-05,-2.340291032620149e-05,3.8080217433062564e-05,0.0001768608047046679,-4.912564445127937e-05,1.7816811777197925e-05,0.00014583454717268413,1.180778240740879e-06,-1.3146762749771146e-05,2.9597337503714403e-05,-0.0001867262951546105,-2.8860847422211415e-05,-3.21110247795674e-05,-1.1957633402509717e-07,-8.18683973915461e-05,-0.00021498197445030652,2.978602934795573e-05,1.61863184079066e-05,-0.00010579971793529241,-0.0002828418240290237,-3.3479066532863666e-05,-1.6248093081509654e-05
1473,2.25,0.01,600,1,300000.0,-0.00011737677686871384,0.0002716131791303575,0.00011630902796232477,-0.00011095931514256186,7.27311146209421e-06,3.476954991396873e-05,0.00012554160672533448,0.00018736344744711323,-4.60383437021616e-05,2.5774276582848917e-05,-0.0002659486696578427,-6.907873335246505e-05,-4.328802508290691e-05,-4.472268712052759e-05,-0.0002780839838667702,-5.895103115665249e-05,4.3511587760538134e-05,8.54784481888674e-06,0.0002528689421427964,-4.73829649701685e-05,-1.2319411834533437e-05,2.0962870563985294e-05,0.00016526667828439682,-0.00014230267690692135,5.859110293135125e-06,3.6910349043538e-05
1474,2.25,0.01,600,1,300000.0,-0.000294959164043089,-0.00011171084844803131,-9.422904417525659e-05,0.00016221319706272912,2.3450366132706883e-05,4.602080690461847e-05,0.00020785848786719754,0.00025704323027806846,-1.3620266585758434e-05,-2.0156782082533177e-05,-5.9338326777606554e-05,3.5124736583949634e-05,3.857450445243576e-05,-4.598824064307998e-05,-0.00016703237455798793,-0.00013558106809652426,3.752030230651836e-05,-3.9761756070245244e-06,-0.00011722954188909365,-0.00020406626616645908,1.5796935119150228e-06,4.672025548651437e-05,3.2867574239621683e-06,-2.7676942275912757e-05,-1.2572546605472725e-05,-2.8723466049055646e-05
1475,2.25,0.01,600,1,300000.0,0.00014497163407569942,-5.902159546737108e-06,1.4094557042899632e-05,0.0002440017866740251,-7.54258435468842e-06,-1.0910381446701965e-05,-5.1505139181195895e-05,1.3465637182969359e-05,5.855361141391989e-06,2.627347298317865e-06,-0.0001426914636583994,5.160807111521167e-05,-6.928106977463731e-06,-1.2400469785792736e-05,0.00011579465174154632,2.1965134937449165e-05,3.0457067399912437e-05,-3.3455007468648e-05,0.00022015056343903573,-0.0002935511521184179,-2.0384637860383348e-05,7.46745767842071e-06,0.00022945715619910196,0.00019690156818688982,3.33734996477532e-05,1.6456146674239323e-05
1476,2.25,0.01,600,1,300000.0,-9.731120828702469e-05,8.886768420025669e-05,0.00027565372905116145,-0.00017168930445411696,-2.3606721628710815e-05,1.7749038191788757e-06,0.0001875442635312372,0.0002714949623472506,1.4779868635317167e-05,3.095117548107416e-05,-1.38547408170918e-06,-0.00018622357713430314,7.714718190317968e-06,1.8462394455913984e-05,-0.00017403563819031663,0.00025482098589215844,-2.2200320246061004e-06,-4.744239485540971e-05,0.00017606224693022914,-9.675097095223427e-05,-3.8725377574663036e-05,-1.3127666101478877e-05,-0.00011777425937782365,-0.00024383022154806394,-1.819589244741674e-05,-3.426979790011655e-05
1477,2.25,0.01,600,1,300000.0,-4.174429651995586e-05,-0.00012650122983057615,-0.00014362153667153764,-0.00020104235358574566,1.882063314039423e-05,8.089228547427453e-06,2.683405414334876e-05,-0.00029894307727895074,-3.177257805568133e-06,1.5794892938072928e-05,-0.0002200347423370173,-2.5981502064280945e-05,-3.372308727142902e-05,1.8709186682392967e-05,0.00012765307449792652,0.0002741437785653339,4.94601222872082e-05,-3.814237204371849e-05,0.0002053790996462851,0.0002018678884014692,-4.738709606778817e-05,1.3000940154690926e-05,-0.00015199036683651693,0.00028029110970645123,-1.0728329118977354e-05,3.251436783637795e-05
1478,2.25,0.01,600,1,300000.0,-0.00020195703373644962,-0.0001676950441161694,-0.00015999634126873292,-0.00018167595380271152,3.841026006089495e-05,2.0603587147883182e-05,-0.00014310319602839241,-0.0001530375449926102,-2.97176202605582e-05,-2.9341980878878083e-05,2.0880456111365992e-05,0.0002220527542531275,-3.1591930120854485e-05,4.414441364119161e-05,0.0002517279661326736,7.494034263445386e-05,-2.879814164614625e-05,-4.590019655251643e-05,0.0002213677718742101,-0.00023041467437239567,-3.397341695996751e-05,3.4129251975917438e-06,-0.00015304787569132955,-0.0002991586904142265,3.776384965422377e-05,3.696666187884838e-05
1479,2.25,0.01,600,1,300000.0,-3.005242666732726e-05,-3.014869532558175e-06,5.472913999885208e-05,0.00027229074323679964,-9.469746126593337e-06,-3.959943971506349e-05,-9.703971558127944e-05,-0.0001323415147584674,-2.120023270067405e-06,-3.864532234391245e-05,-5.421823124365137e-05,2.5961739708413572e-05,2.9095114262820497e-06,-3.890322521467238e-05,-0.00023577031535734863,1.0080351129203877e-05,1.4142046283072665e-05,4.601664182354716e-05,0.00020662903622774303,4.6024754552616276e-05,-1.6046439892813644e-05,3.878762794938439e-06,0.0001573588897354519,0.00027942622172322083,1.9506992938823102e-05,4.0643191518638185e-06
1480,2.25,0.01,600,1,300000.0,-0.0002403105705811885,0.00020694715657151305,-0.00015900310785400235,-9.556349207471925e-05,1.4791740670870781e-05,2.9534882311206232e-05,0.0002515351372219335,-0.00019014007354345842,2.0182030753440143e-05,-3.231031223722839e-05,0.00013764789487056683,-7.846730240100583e-05,1.1944359225005847e-05,-4.049585437281106e-05,0.00017964161742752954,-0.00012553947400498287,7.45497069236444e-06,1.4564034075763666e-05,0.00019164944704931126,0.00010358995501519064,3.373483027269983e-05,-1.8382365669098789e-06,0.00029356656594910956,0.00012952961909304855,-8.288418160356018e-06,-3.574155176684502e-05
1481,2.25,0.01,600,1,300000.0,0.00023899418731803318,0.000293449597661039,-4.291764629895176e-05,-0.0002607827693734685,-1.295869246359507e-05,-1.8374145637814e-05,-0.0002912979600429199,-0.00018619979638476752,4.6389799666684906e-05,-3.9810370213836746e-05,-7.709271270872408e-05,0.0001516462642281003,2.1983151171340626e-05,-4.8926687298822536e-05,-6.914906658521197e-05,0.00013023893459138835,3.3994201124909445e-05,-1.4288907216172217e-05,-0.00018241156259982534,-9.326900336124245e-05,-1.0719523224854614e-06,4.1014690479396563e-05,0.00016550613713860586,0.0002001655308017161,1.9884498671057648e-05,-2.6783178109880215e-05
1482,2.25,0.01,600,1,300000.0,7.221541610515119e-05,0.0001232633912305417,-0.00014817338651674396,6.927240696304719e-05,1.308279768390347e-05,4.098051173658671e-05,3.518522924088715e-05,-0.00022957783566381,-2.8927958812783173e-05,4.1122322502085215e-05,-4.7029227837773306e-05,0.0002360472787988471,3.073866555939299e-06,-1.4306271953359404e-05,-0.00020502862563739985,-0.0002883226374177592,-1.8300998239192856e-05,2.1996922932752756e-05,9.614178722569376e-05,-0.00012583706745263303,-4.025484809782084e-05,3.661903803295281e-05,-0.0002410668154428956,-0.00018870271480381194,-5.967130406965946e-06,4.962492118097558e-05
1483,2.25,0.01,600,1,300000.0,0.00026146686424729923,-0.00028414540901608676,0.0002895700979267933,-0.00011167662789515599,-3.226257953345331e-05,2.963288543772106e-06,4.9272795272151354e-05,-0.0002352124815364675,-4.1712855259159185e-05,3.56578516824108e-05,-0.0001512144712000979,7.460763731972686e-05,2.616077405339587e-05,-4.792374824085155e-05,-0.00018088287386707023,0.0002724280351279218,2.1540637794654933e-05,3.582207291233596e-05,-0.00021763112099616294,0.0001247094283724795,4.851068503368523e-05,-1.0507802132933154e-05,0.0001944352410543087,0.00015551449286032969,4.970926293645778e-05,-2.3508979470396465e-05
1484,2.25,0.01,600,1,300000.0,-0.0001441576486531474,-0.00018417529068770556,0.00017075159544448156,2.3937923240870227e-05,3.563636198293499e-05,2.0016512674871475e-06,0.0002394956906183469,3.3007415144510176e-05,2.2078453929313735e-07,2.0799958512807274e-05,-0.00010133407912070656,4.319188511900737e-05,-2.8791565358836338e-05,-3.66769973469745e-05,-0.0001613483583874958,-0.0001409817395213794,-2.1786090618846012e-05,1.7759269291345188e-05,0.00014921869893129257,0.00016224280628415988,2.6047049190777153e-05,1.3038400314124825e-05,-0.0001422071539231194,9.458118480529725e-05,8.765366372483277e-06,2.1817335546732575e-05
1485,2.25,0.01,600,1,300000.0,-0.00010085130166977865,-0.0002236810830280425,-9.309024352883668e-05,7.835012998016761e-06,-4.08265510848928e-05,2.511371435429163e-05,-0.0002942588130227217,1.1806182183418364e-05,9.84267422659999e-06,1.754743138518973e-05,-6.440201270959019e-07,-0.0001635592113673884,-4.2200703948228325e-05,-1.2451488060917601e-05,-0.0002562846102065454,-0.00024276052352412687,4.6293220309924796e-05,-4.7643299258592866e-05,-0.0001163715586195472,0.0002652756757380087,2.9210341115825317e-05,3.8055987945230826e-05,-2.6088974075285938e-05,0.00026465494206848514,6.768315877406697e-06,-4.8008493763857755e-05
1486,2.25,0.01,600,1,300000.0,6.027897991456527e-05,2.403893949182493e-05,-2.944824760216523e-05,2.407467117835309e-05,2.088047354351741e-05,-1.7425937669977765e-05,-0.00023610814048117531,0.0002504750756608279,-2.5752267797768803e-05,-4.1240373528056675e-05,-0.000113231277791718,-0.00012202933267964184,-2.078147609035188e-05,-1.4744598543762364e-05,-0.00012122577057048709,-0.00018254612886333245,4.264600534197469e-06,3.430080557741776e-05,-1.7136805384069447e-05,0.00011837014598618486,5.539532974884288e-06,1.2566633121678763e-05,0.00016815731548322862,7.730652709925397e-05,-3.153532555526729e-05,1.641346885580604e-05
1487,2.25,0.01,600,1,300000.0,0.00017298776840702002,-0.0002958698522256418,-0.0002378065071747259,-0.0001946665875106501,-4.518529154599925e-07,1.2741140596690498e-05,1.9589101623784398e-05,8.252971119895468e-05,3.304513435303187e-05,3.7449460079325494e-06,0.00028294961534034894,-0.00010158415978043557,-3.82323121481176e-05,-1.152848930005209e-05,0.00012232307837271584,-1.540505049922548e-05,-1.0087328970900576e-05,-3.7669218556199846e-05,-0.0002346535205294782,-0.0001687079857559479,-1.5616338271060984e-05,5.355347265395427e-06,-0.0002980968107585973,1.3194297574640882e-05,-4.657265960120116e-05,2.985505021020722e-05
1488,2.25,0.01,600,1,300000.0,0.00018259867844091907,-0.00013017231107687258,0.0002407383260217281,0.00012186979288629355,-3.7148133995527535e-05,-1.8732975710388437e-05,-0.00022251877928345526,0.00028655412418379065,2.8064638080546524e-06,4.191840872820392e-05,0.00017816349194607498,1.1264815972364416e-05,2.3404643785689297e-05,4.221531498296688e-05,9.56914771448562e-05,-0.00010518547876503366,-1.1404241539685755e-05,-2.689202750515879e-05,2.973041210688047e-06,-0.0002655441796498313,-6.973850956480589e-06,-4.6789283147314055e-05,4.6696978685597395e-05,8.266409477936847e-05,-9.415797908161781e-06,-4.526871053065221e-05
1489,2.25,0.01,600,1,300000.0,7.454167430782444e-05,-0.0002522947830884282,0.0001402097251347909,0.00029825888322943726,2.441627514294317e-06,2.3932750380396986e-05,-0.00022034191574716553,0.0002056579211204811,-1.9444857582158958e-05,5.646505779778322e-07,0.0001504798769083515,-0.00021048642693539352,-4.3526403328207085e-05,4.036713724140374e-05,-6.184148816183968e-05,-0.00014223656899469184,-9.074355908282787e-06,-8.363233757024934e-06,-0.00021257097227794623,7.05396748165015e-05,-4.469234633122242e-05,1.847434236382355e-05,-0.00010525394833154689,1.5889102666606333e-05,-2.6267235700462577e-05,4.1970693069891306e-08
1490,2.25,0.01,600,1,300000.0,-0.00014354472743301794,-0.0002817594776766578,3.415303917969056e-05,-0.0002136762208638799,2.226625981382147e-05,2.2756634235784053e-05,0.00019924409694776671,-0.00029957834971591237,-1.5141091134960902e-06,-5.418583124420896e-06,0.00017779679640808458,-0.00017100464740419014,-4.535804740186459e-05,-3.4783548768079856e-05,-8.93105398646658e-05,6.934033308967914e-05,4.365148682085903e-05,-5.613905455619528e-06,0.00012358238295892164,0.0002258890324446313,1.3129990995803236e-05,-2.6152562350748765e-05,-8.750811244390098e-05,0.00018418763408409555,-1.2527267478609795e-05,3.594654228524741e-06
1491,2.25,0.01,600,1,300000.0,0.0002331496079643267,0.0002115307598366571,0.00026601507119683427,-0.00018516098910626572,4.219081142949762e-06,1.9469209627611757e-05,0.00021572884981804703,5.2162464476910567e-05,3.949016199448072e-05,1.058167199102359e-05,0.00027131149524894726,0.00019352439470079168,-3.105966548575461e-05,1.6855344732169115e-05,-0.000139819428815589,-1.8998917555339756e-05,-4.820786015529009e-05,-2.8300052333068926e-05,-0.0001506169346244793,0.0001711216672845639,1.909804089013132e-05,3.372958450297348e-05,0.00028862054341044003,-0.00012774523783311254,-9.806861906833225e-07,-1.4873937817035466e-05
1492,2.25,0.01,600,1,300000.0,-0.00013930609850319042,0.0001744653040741559,-0.00015109743961019804,7.896746209467778e-05,-2.320148831761676e-05,7.669497237623198e-07,0.00011363255480349287,-0.0002795916391333966,2.021847841546223e-05,1.9884469904183376e-05,7.090352115752906e-05,-0.00018171684146045164,7.288755093944933e-06,9.011509707686837e-06,-0.00020154337934795332,0.00023127580332077342,-3.6814520311600375e-05,9.777446613753153e-07,0.00029284143325624567,0.0002193132876257507,-9.754635246509138e-06,-2.745085076734829e-05,-2.761080570783331e-06,0.00011759505058497232,-4.156915625659994e-05,7.207866407326282e-07
1493,2.25,0.01,600,1,300000.0,-3.188075172469966e-05,-5.50759624387773e-05,0.0002954598700648245,0.000264651936070505,-2.7767411001457223e-05,-1.0916385676673278e-05,-0.00029679748839711985,-5.704624738958489e-05,3.8949658384606087e-05,-4.416618841152609e-05,0.00011132843543493702,-0.00019311598691578423,-1.3413890990752419e-05,-3.951278739500459e-05,0.0002149179617965433,-0.00024425635027458943,2.5814630074360186e-05,-4.255289749637085e-05,4.656780046476117e-05,7.948478677938996e-05,-3.6821126870771476e-05,-9.769482047505876e-06,-0.00017996296910816783,0.00018098012170121282,-1.2874971388086734e-05,-3.2068840276545994e-05
1494,2.25,0.01,600,1,300000.0,0.0002772018154752881,8.326857083211574e-05,3.078914320519589e-05,8.471677016816376e-05,4.0867710023961155e-05,-8.09046293956064e-06,-0.0002765722406802709,0.0001182479837027257,3.431207130123388e-05,-1.9714923167254817e-05,0.00021147516363605585,-4.033824289655921e-06,-2.1963749012252533e-05,-3.563380508819003e-05,-4.456595444880709e-05,0.00010337829561615682,1.948518282225244e-05,-3.942037702692559e-05,0.00026144233536255535,0.00014170988331553753,1.1511669035725257e-05,-2.5364706959736262e-05,0.00012971140358797849,0.000270658573633887,3.375879516724743e-05,-2.0577596993330282e-05
1495,2.25,0.01,600,1,300000.0,6.304512327489758e-05,-0.000255573083484603,-0.00015465226826870366,-3.812137519851577e-05,-4.815738736637793e-05,3.1758241914505893e-05,0.00010306602840531713,-1.595183942439658e-05,-1.0678727929280521e-05,-1.6124434310693424e-05,0.000263016910497117,1.877939956946938e-05,-4.8814521044541515e-05,6.138414833425756e-06,0.000116761489351821,2.4201356962564224e-05,-3.372009764598526e-05,3.648315136620207e-05,0.00025415324845488044,-0.00016840373938335797,4.4317577196017215e-05,4.1599064613208744e-05,-0.0002725241806274846,-6.0424700781478477e-05,1.0099241820414461e-05,-3.6965273710957304e-05
1496,2.25,0.01,600,1,300000.0,1.5847357279077077e-05,-0.00019847596319431824,-1.022489452629573e-05,-4.5993326352069045e-05,-4.434832622515879e-05,-1.5198984668095337e-05,-7.78085247373514e-06,-0.00011557859924055968,-2.369667528056254e-05,-1.729404784177667e-05,0.00022832532367760325,-0.00015816398704170573,-4.1903050823406324e-05,-3.939985472753172e-05,6.195959673095728e-05,0.0001025723828353486,3.7410921535251302e-06,-3.290591608541888e-05,-0.00011634819167558177,-3.5135216129425766e-05,1.806206407482582e-05,4.988019870990005e-05,2.8552953869763714e-05,-1.8259174252381366e-05,2.2884031246354408e-05,3.0606870136381627e-05
1497,2.25,0.01,600,1,300000.0,0.0002954288450695689,-0.00016241641954809125,0.00028957310234096085,0.00014176417012583742,-5.3120781582517205e-06,3.7229529789856e-05,0.00019614364688313486,0.0002995350079882039,3.473759952006114e-05,-3.1909294590837004e-05,5.932615226719306e-05,0.00019661566279147836,-3.6241863550205065e-05,-3.869740555635314e-05,-0.00024816020755068354,0.00020408669336867126,6.999720831138823e-06,1.0152663037825572e-05,-0.0002185197449462717,-0.00021746920555847045,-2.871650913208265e-05,3.826449139217606e-05,0.00021247471665177166,-0.0002615772651347931,-3.714362726349469e-05,4.833504931144883e-05
1498,2.25,0.01,600,1,300000.0,-0.00016512388031025198,-7.275466275665749e-05,0.00012579306587045516,-0.00014652290668116448,-4.879425446096213e-05,-4.444855658773722e-05,-0.00012939770336512917,2.999204301972944e-05,-7.369701420313525e-06,-3.876757138469804e-05,-0.00010238199346101443,-0.00026185763990352345,3.895143474100693e-05,-4.315402747215212e-05,-0.00010406024153948926,6.145546928286444e-05,3.280461672536885e-05,-3.76885742577614e-05,0.0002164524896724113,-6.628722152554666e-06,1.1790173094354985e-05,3.3223758323166838e-06,4.931216899460583e-05,-0.00026519717300563174,-4.25371348941488e-05,4.9975256355802595e-05
1499,2.25,0.01,600,1,300000.0,-0.00014669020151186182,0.00013670901933684305,-0.0002188990089826571,-0.00017258869925048759,-6.7144280007089475e-06,2.4854623242977188e-05,-0.00010423436176478824,-0.00025160106582322876,-2.305477847516253e-05,4.459894469577811e-05,0.000197018070288643,-0.00018466047179694202,3.0233688845202843e-05,8.593583658106272e-06,-0.00024395311877607327,0.00021551444538658258,-4.0823209766917356e-05,-2.0374332596033764e-05,0.0002168594974493074,-0.00027443162589033425,3.354200058660149e-05,-4.186049481531109e-05,-8.113903377584777e-05,0.00016887890943220388,1.8323574551989577e-05,-2.8840564698037888e-05
1500,2.25,0.01,600,1,300000.0,1.566983415709095e-05,0.00013198680812261376,-0.00025768983452391267,8.364753836886843e-05,-4.83483559846118e-05,4.8262707171151335e-05,-0.0002328435037439361,8.866655221615837e-05,7.902614945027022e-06,9.306996401536016e-06,-0.000136654728332695,0.0002517870259123156,8.481034835995703e-06,-4.934217277280403e-05,-0.00011004740275784557,0.0001607202011027462,-3.699089181571165e-05,-2.1380000866611492e-05,-0.0001489615439101465,-3.3790467682403885e-05,-1.4587806786488414e-05,2.482318867082874e-05,-0.00026949734809795253,-0.00023638173760238176,4.066759054114923e-06,4.174772412520534e-05
1501,2.25,0.01,600,1,300000.0,-2.2873314994784348e-05,6.023287584409621e-05,-0.0002845778740727583,-0.0002562041143877626,1.4221017256555212e-05,-5.650762706450597e-06,0.00016919005601435223,3.481700506466714e-05,4.084736082957309e-05,2.5343043880489843e-05,0.0001465816282230953,0.0002930748561838571,8.548713699568066e-06,8.1768692337608e-07,-2.7297022378009134e-05,-0.00018366554400032283,2.1197975078973348e-05,3.204223952347842e-06,0.00027097395060268536,-3.0970565513252285e-05,9.094373480208062e-06,-2.5768877628380273e-05,-0.00013002018345589574,-0.0002274105565522957,-4.665443665105099e-06,4.312238484221016e-05
1502,2.25,0.01,600,1,300000.0,-0.00012471691969656232,5.053916265199571e-05,0.000191808974050524,-0.00017272305948494408,-1.802297993210229e-05,-1.7983959456687582e-05,0.00029039126132682675,-0.00010039415995789428,4.220071404080023e-05,-1.5053757350392564e-05,-2.7345475297435812e-05,0.0002787105824989512,2.3981553790181226e-05,-5.0572350995065765e-06,-0.00013262117386176808,0.00022305772869569133,-3.4261804952946356e-05,-3.960169773118045e-05,-7.401035885028879e-05,-0.0002963335613617881,-3.1460293234716647e-05,-3.414153479869385e-05,7.006820428922714e-05,-5.841141980980006e-06,3.76817503592887e-05,-2.4638691269485335e-05
1503,2.25,0.01,600,1,300000.0,-6.901367800196524e-05,0.00018034235626575008,0.0002833921845786965,-1.361096271882637e-05,-4.160047887463772e-05,-3.293809934206281e-05,0.0002534423449777056,-0.00016069009794614128,2.685667890713679e-05,9.319937079890142e-06,0.00022897454912718904,-8.302130350801577e-05,-4.321337873269655e-05,5.752139443086704e-06,0.0001385913997409988,0.00017699269744184565,4.05536848678304e-05,2.0479030943361044e-05,7.982615105363723e-05,-3.9973404465593564e-05,-6.862099173879019e-06,-4.329489988528405e-05,0.00010163299093710916,2.956280431707422e-05,3.1919107045974065e-05,-6.255871418939429e-06
1504,2.25,0.01,600,1,300000.0,-0.00028297964478244146,0.0001561637687951867,-2.6474726730578674e-05,0.0002527942501552507,3.623580329904957e-05,-2.6119752087681492e-05,1.5116802501586473e-05,0.0001100278405730445,-3.4513107206864994e-05,1.5739136677880114e-05,0.00016564364937995057,-0.00019118077733163097,-3.9393586784997715e-05,-8.05837209962893e-06,0.00010773724747913826,0.00010669846096763593,4.439418193395507e-05,4.778045185104581e-05,-7.841599197402059e-06,-1.810154203830684e-05,-4.781379680559364e-05,-1.4498028423138886e-05,-1.8827672758154755e-05,-0.00018228375370989955,-2.6948902728934123e-05,-5.4256656924788185e-06
1505,2.25,0.01,600,1,300000.0,0.00023622819253320395,-0.00010156340742253399,-0.0001224010111777874,-0.00018609590358569157,-1.4146740451489568e-05,2.577840903840089e-05,0.0002457689745300966,0.0002032833652643883,-4.7869738992962376e-05,3.0590507960340115e-05,-8.869818472209782e-05,-0.00011934047012299604,9.151202349785495e-07,7.572013050267892e-06,-6.429275514674846e-05,2.8106193402369767e-05,-3.025808014389439e-06,-2.9400271742082053e-06,0.00018043235436066918,3.1859794544049174e-05,1.8041340692356033e-05,-1.5385330691923005e-05,-0.00019231402247122124,6.796941018722557e-05,1.5327542143660081e-06,2.7822181587852786e-05
1506,2.25,0.01,600,1,300000.0,-0.0002471615956757385,0.000218284275825101,4.416363040231428e-06,-0.00014242610398470452,-4.9815470096122975e-05,2.7695090612865327e-06,-0.0002684106339299823,0.00021899158839612526,-2.63980415902374e-07,-1.6996826786855414e-05,0.00015962061685341516,-0.00011905326732552853,4.0514471049435764e-05,2.1744399782247502e-05,-0.00020414334407770017,0.00023512375004475797,-2.5175141451705918e-05,-4.248013320836519e-05,-5.5124836805954265e-05,0.00018854644921343077,1.8587467949470443e-05,-2.3657096307525062e-05,-0.00015071794445527015,0.00026634963896741715,3.1722633241389256e-05,1.3568573313806839e-05
1507,2.25,0.01,600,1,300000.0,-9.845662787302841e-05,7.584026551650487e-05,7.639642751454585e-05,-0.0001695917469295236,-3.464410723424453e-05,-4.043978945555358e-05,-1.8901820694255326e-05,-3.520007522301422e-05,-2.8664267119627143e-05,-2.4448133755861568e-05,-0.00028625749380422824,-0.0002972000875493548,7.911675424837295e-06,-2.5695871308277807e-05,-0.0001328756856135949,7.689257373181131e-05,-2.7623578423379038e-05,-3.906902460883236e-05,-0.0001269683916604095,9.050369394613268e-05,1.413555843090733e-05,1.8626764886109014e-05,0.00011358167088998709,4.343063084404547e-05,-1.569664117076752e-05,-1.2370687475900458e-05
1508,2.25,0.01,600,1,300000.0,-5.7003221804044474e-05,0.0002631504067999478,0.0002389214287610827,0.000180020467537735,2.363881555066399e-05,4.842111608286593e-05,0.00015018712450284692,0.00014435656952574384,7.601678391697612e-06,-6.463157225835062e-06,-0.0001240132502732203,7.078133346026787e-05,-4.753475005382423e-05,3.3720750182089885e-05,0.0002784305716653377,6.0130191939647155e-05,-4.405536865023543e-06,-1.1839798681374468e-05,-3.9232064518051105e-06,-0.0001745303182948525,-1.1865903375901187e-05,2.461442614900764e-05,-0.00015512590644037248,-0.00010971451337723798,-1.3127838960709516e-05,-9.97345678743834e-06
1509,2.25,0.01,600,1,300000.0,-5.903513734521206e-06,1.480190250776188e-05,-0.00024397539451208105,8.056524162615485e-05,-3.0684290862818036e-05,-4.3456393607589154e-05,8.506453475125525e-05,0.0002615068085030315,-9.887490169924373e-06,-2.956851526780021e-05,-9.378816708984866e-05,-2.285768631544061e-05,4.937616394587199e-05,2.871761354257915e-05,0.00011699014868026675,0.00017897343513736356,-9.16536247456694e-06,3.1905216629183715e-05,0.00020065988698430437,0.00015926822517717222,2.8352000034185934e-05,3.357034697920935e-05,4.869515286992773e-05,0.0002774705093291346,-2.583132980914609e-05,-2.8506245819111842e-05
1510,2.25,0.01,600,1,300000.0,-0.00014975190670993136,4.528160445948652e-05,-0.00020975758361961296,1.1950661895764102e-05,-1.0764770643194055e-05,4.024682655178841e-05,-4.218472521739017e-05,-9.307451851671474e-05,-1.0271037710451668e-05,-4.188858789933418e-05,-7.834817610847229e-05,-0.0002721596128319891,4.785983251282742e-05,-3.08123831979421e-05,-7.429919337213371e-05,7.726664721716787e-05,-1.5658698718964202e-05,4.908697589023981e-05,-0.00017729331996329539,-5.393962814407731e-05,-2.963057292789584e-05,4.549733525476702e-05,-1.9665960010827163e-05,4.96096777104882e-05,2.4448497118278535e-05,1.9980564028363784e-05
1511,2.25,0.01,600,1,300000.0,-0.00010279440625203377,0.00023859078616200426,-0.00010040318389168676,-0.00015387701488997986,2.8761472597560564e-06,-3.4041627230895235e-05,-0.0002688401063111822,5.113255173778638e-05,-4.749559357725138e-05,2.035326090943815e-06,-0.0002451886051329476,-0.00021062583665847057,4.8096629724066744e-05,4.7735219906946165e-05,-5.50155983887177e-05,-0.00012479023261798485,-5.094895377770051e-06,-4.6132796078132144e-05,0.00018039569789696057,-9.861542877259599e-05,-3.8338981932482276e-05,-3.10328582698744e-05,-0.00011113718885229418,0.0002186281442938713,4.3221496076085746e-05,2.254425423870708e-06
1512,2.25,0.01,600,1,300000.0,0.0001406954627481036,0.0001964143896479651,-0.00029864519941784785,-0.00010895999573723545,4.102919503457265e-05,8.59557803512093e-06,-1.9426931310875166e-05,0.00010762379877391192,4.961736309547665e-05,-1.7763873899299434e-05,9.063167671443371e-05,-0.00027023362738055147,-3.6775012574125497e-06,-7.040900970061917e-06,0.00016706077694865267,-6.476463261817039e-05,-7.267289046689737e-06,3.534325859417184e-05,0.00028880839802420457,-4.368621409127035e-05,-1.8489281650867727e-05,4.7929817599633925e-05,0.000211377908665505,0.00017174922166988374,2.114214470186273e-05,4.220100126878411e-06
1513,2.25,0.01,600,1,300000.0,-0.00014310269275174246,-0.00011603058535525527,0.00013759721737057991,-0.00018208716947983752,4.786087136317011e-05,2.756159398425956e-05,0.00011464009509196127,0.0002258397723330663,-4.498345176281713e-05,4.512824963562517e-05,2.156206571491857e-06,0.00019822412519836333,-2.95393044428808e-05,-1.1398695292833082e-05,0.00011288419840326381,-8.995886629171017e-05,-1.730575429825355e-05,-9.618733092479423e-07,-0.00022605120088352147,8.490765341997682e-05,3.411623608823554e-05,4.43185111073015e-05,0.0002359085694077047,-4.292109402182219e-05,4.353425456690511e-05,-2.6312275252671003e-05
